8

0	176	520	159	423	667	643	869
176	  0	348	123	295	520	541	761
520	348	  0	395	219	240	395	553
159	123	395	  0	267	515	485	711
423	295	219	267	  0	251	253	467
667	520	240	515	251	  0	223	320
643	541	395	485	253	223	  0	227
869	761	553	711	467	320	227	  0
